,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
87231,124599,Female,Loyal Customer,54,Personal Travel,Eco,500,3,4,3,3,3,4,5,4,4,3,3,4,4,4,0,0.0,neutral or dissatisfied
87232,108658,Male,Loyal Customer,45,Personal Travel,Eco,1747,4,4,4,3,5,4,5,5,3,2,4,2,3,5,127,123.0,satisfied
87233,13500,Female,Loyal Customer,62,Business travel,Eco,106,5,3,3,3,1,4,3,5,5,5,5,3,5,2,0,0.0,satisfied
87234,119471,Female,Loyal Customer,44,Business travel,Business,3618,2,2,2,2,2,5,5,4,4,4,4,5,4,3,0,7.0,satisfied
87235,94689,Female,Loyal Customer,65,Business travel,Business,293,2,1,1,1,2,3,3,2,2,2,2,3,2,1,0,0.0,neutral or dissatisfied
87236,63888,Male,Loyal Customer,28,Business travel,Eco,1158,3,1,1,1,3,3,3,3,2,3,4,1,4,3,0,28.0,neutral or dissatisfied
87237,52872,Male,disloyal Customer,22,Business travel,Eco,1024,5,5,5,3,4,5,4,4,4,3,3,3,1,4,4,0.0,satisfied
87238,54309,Female,Loyal Customer,10,Business travel,Business,1597,1,1,1,1,4,4,4,4,5,4,5,5,4,4,0,0.0,satisfied
87239,106514,Male,Loyal Customer,53,Business travel,Business,271,0,1,1,2,3,5,5,4,4,4,5,3,4,4,12,5.0,satisfied
87240,41081,Female,Loyal Customer,57,Business travel,Eco,140,4,3,3,3,5,1,5,4,4,4,4,2,4,4,0,0.0,satisfied
87241,53238,Male,Loyal Customer,30,Personal Travel,Eco,612,3,1,3,2,5,3,5,5,3,1,2,1,3,5,0,9.0,neutral or dissatisfied
87242,115309,Male,disloyal Customer,33,Business travel,Business,325,3,3,3,5,5,3,5,5,5,4,4,3,4,5,0,0.0,neutral or dissatisfied
87243,32639,Female,Loyal Customer,53,Business travel,Business,163,3,4,4,4,1,3,4,1,1,1,3,2,1,4,0,6.0,neutral or dissatisfied
87244,97887,Male,Loyal Customer,44,Business travel,Business,3201,1,1,1,1,2,5,4,3,3,4,3,5,3,3,39,31.0,satisfied
87245,23312,Male,Loyal Customer,35,Business travel,Business,2202,5,5,5,5,2,2,4,3,3,3,3,4,3,4,0,1.0,satisfied
87246,2314,Male,Loyal Customer,43,Personal Travel,Eco,690,1,4,2,5,4,2,4,4,4,2,5,4,4,4,46,32.0,neutral or dissatisfied
87247,64089,Male,Loyal Customer,54,Personal Travel,Eco,919,0,5,0,1,4,5,4,4,4,4,4,4,5,4,0,3.0,satisfied
87248,36226,Female,Loyal Customer,68,Personal Travel,Eco,280,4,5,4,4,5,5,5,4,4,4,5,3,4,4,0,0.0,neutral or dissatisfied
87249,28784,Female,Loyal Customer,30,Business travel,Business,2612,1,5,5,5,1,1,1,1,2,5,4,2,4,1,0,6.0,neutral or dissatisfied
87250,62312,Male,Loyal Customer,31,Business travel,Business,414,2,4,4,4,2,2,2,2,3,2,2,1,3,2,37,24.0,neutral or dissatisfied
87251,11305,Male,Loyal Customer,9,Personal Travel,Eco,166,2,4,0,5,2,0,4,2,4,2,4,4,5,2,0,0.0,neutral or dissatisfied
87252,121048,Male,Loyal Customer,8,Personal Travel,Eco,993,2,3,2,4,2,2,2,2,4,5,3,3,4,2,0,5.0,neutral or dissatisfied
87253,51431,Male,Loyal Customer,32,Personal Travel,Eco Plus,77,2,4,2,5,4,2,5,4,5,3,5,5,5,4,0,0.0,neutral or dissatisfied
87254,110894,Male,Loyal Customer,48,Business travel,Eco,545,4,3,1,3,4,4,4,4,3,5,4,3,4,4,33,30.0,neutral or dissatisfied
87255,44983,Female,Loyal Customer,47,Business travel,Eco,222,5,1,1,1,5,1,2,5,5,5,5,5,5,4,0,0.0,satisfied
87256,33176,Female,Loyal Customer,41,Personal Travel,Eco,101,4,4,4,3,5,4,5,5,2,2,5,4,4,5,0,2.0,neutral or dissatisfied
87257,120431,Male,Loyal Customer,40,Business travel,Business,449,1,3,3,3,2,3,4,1,1,1,1,3,1,3,50,49.0,neutral or dissatisfied
87258,36209,Male,disloyal Customer,37,Business travel,Business,280,2,2,2,3,2,4,4,2,1,3,3,4,1,4,79,161.0,neutral or dissatisfied
87259,15520,Female,Loyal Customer,52,Business travel,Eco Plus,433,4,5,5,5,5,4,5,4,4,4,4,3,4,2,0,10.0,satisfied
87260,44749,Female,Loyal Customer,12,Business travel,Eco,612,3,3,3,3,3,3,3,3,3,3,3,1,3,3,0,0.0,neutral or dissatisfied
87261,40035,Male,Loyal Customer,60,Personal Travel,Eco,618,3,4,3,2,4,3,1,4,4,3,5,3,5,4,5,,neutral or dissatisfied
87262,18756,Female,disloyal Customer,25,Business travel,Eco Plus,1167,0,3,0,5,5,0,5,5,2,2,1,2,3,5,0,0.0,satisfied
87263,9330,Female,disloyal Customer,20,Business travel,Eco Plus,542,3,2,3,4,3,3,2,3,3,5,4,2,3,3,69,61.0,neutral or dissatisfied
87264,90002,Female,disloyal Customer,23,Business travel,Eco,983,2,2,2,4,3,2,3,3,3,3,4,5,5,3,0,0.0,neutral or dissatisfied
87265,55320,Male,disloyal Customer,23,Business travel,Eco,1325,3,3,3,3,3,3,3,3,4,5,4,4,3,3,6,31.0,neutral or dissatisfied
87266,24496,Male,Loyal Customer,16,Personal Travel,Eco,547,3,5,2,1,1,2,1,1,4,3,4,3,5,1,1,8.0,neutral or dissatisfied
87267,13240,Male,Loyal Customer,26,Business travel,Eco,657,3,3,5,5,3,3,3,3,3,1,1,2,1,3,0,6.0,neutral or dissatisfied
87268,2816,Female,Loyal Customer,43,Business travel,Business,409,4,4,4,4,4,5,5,2,2,3,2,3,2,3,1,32.0,satisfied
87269,85096,Male,Loyal Customer,28,Business travel,Business,731,4,4,2,4,5,5,5,5,4,4,5,4,4,5,0,0.0,satisfied
87270,95990,Male,Loyal Customer,54,Business travel,Business,2500,3,3,3,3,2,4,4,3,3,4,3,5,3,5,0,0.0,satisfied
87271,33514,Female,Loyal Customer,45,Personal Travel,Eco Plus,965,4,4,4,4,3,4,4,2,2,4,2,5,2,3,0,0.0,neutral or dissatisfied
87272,46633,Female,Loyal Customer,68,Business travel,Business,2078,1,2,4,4,2,3,3,3,3,3,1,3,3,3,0,0.0,neutral or dissatisfied
87273,90181,Male,Loyal Customer,23,Personal Travel,Eco,1145,3,5,3,1,3,3,3,3,3,4,3,5,4,3,3,4.0,neutral or dissatisfied
87274,81915,Female,disloyal Customer,43,Business travel,Business,1522,5,5,5,3,3,5,3,3,5,4,5,5,5,3,0,0.0,satisfied
87275,4234,Male,Loyal Customer,59,Business travel,Eco,1020,3,5,5,5,3,3,3,3,2,5,3,1,4,3,0,0.0,neutral or dissatisfied
87276,76887,Male,Loyal Customer,45,Business travel,Eco,630,2,2,2,2,3,2,3,3,3,3,3,2,3,3,0,6.0,neutral or dissatisfied
87277,46360,Female,Loyal Customer,49,Business travel,Business,2645,2,2,2,2,4,2,2,4,4,4,4,5,4,5,0,0.0,satisfied
87278,8118,Male,Loyal Customer,49,Business travel,Business,335,2,5,5,5,3,3,4,2,2,2,2,2,2,3,54,51.0,neutral or dissatisfied
87279,21112,Male,Loyal Customer,61,Personal Travel,Eco,152,1,5,0,2,2,0,2,2,4,2,5,4,4,2,0,0.0,neutral or dissatisfied
87280,89745,Male,Loyal Customer,36,Personal Travel,Eco,1035,3,4,3,2,2,3,1,2,4,3,5,4,4,2,0,0.0,neutral or dissatisfied
87281,16612,Female,Loyal Customer,60,Business travel,Business,1584,2,1,1,1,2,4,4,2,2,2,2,2,2,1,0,0.0,neutral or dissatisfied
87282,19948,Female,Loyal Customer,8,Personal Travel,Eco,240,3,5,3,1,2,3,2,2,3,3,5,4,5,2,0,0.0,neutral or dissatisfied
87283,52786,Female,disloyal Customer,26,Business travel,Eco,960,1,1,1,3,1,3,5,4,5,3,3,5,3,5,173,154.0,neutral or dissatisfied
87284,83277,Female,Loyal Customer,45,Personal Travel,Eco,2079,2,0,1,3,3,4,4,3,3,1,3,3,3,3,1,0.0,neutral or dissatisfied
87285,100665,Female,disloyal Customer,35,Business travel,Eco,889,2,2,2,4,2,2,2,2,2,3,4,1,3,2,53,65.0,neutral or dissatisfied
87286,48768,Male,Loyal Customer,39,Business travel,Business,2795,4,5,5,5,2,3,4,1,1,1,4,4,1,4,0,20.0,neutral or dissatisfied
87287,125598,Female,Loyal Customer,60,Business travel,Business,1587,3,1,1,1,4,1,2,3,3,3,3,2,3,1,0,13.0,neutral or dissatisfied
87288,53469,Female,Loyal Customer,24,Business travel,Business,2253,4,4,4,4,4,4,4,4,3,4,3,3,3,4,0,0.0,neutral or dissatisfied
87289,31278,Male,Loyal Customer,14,Business travel,Business,770,4,4,5,5,4,4,4,4,3,2,3,2,4,4,0,1.0,neutral or dissatisfied
87290,115921,Male,Loyal Customer,36,Business travel,Business,342,0,0,0,5,4,4,1,3,3,3,3,1,3,4,0,0.0,satisfied
87291,67915,Female,Loyal Customer,16,Personal Travel,Eco,1464,1,5,1,1,2,1,5,2,3,2,3,4,4,2,6,0.0,neutral or dissatisfied
87292,72297,Female,Loyal Customer,64,Personal Travel,Eco,919,2,1,2,3,3,3,3,2,2,2,2,3,2,3,44,47.0,neutral or dissatisfied
87293,47870,Male,Loyal Customer,52,Business travel,Eco,817,4,3,3,3,4,4,4,4,5,3,1,5,4,4,0,0.0,satisfied
87294,2589,Female,Loyal Customer,7,Personal Travel,Eco,181,3,2,3,3,5,3,5,5,1,1,3,2,3,5,5,3.0,neutral or dissatisfied
87295,128221,Female,disloyal Customer,29,Business travel,Eco,602,2,1,2,2,3,2,1,3,3,3,3,3,3,3,0,0.0,neutral or dissatisfied
87296,88940,Female,disloyal Customer,25,Business travel,Business,1199,3,4,3,3,3,3,3,3,4,4,4,4,5,3,0,0.0,neutral or dissatisfied
87297,124276,Female,Loyal Customer,36,Business travel,Business,2078,4,1,4,4,4,4,4,5,5,5,5,5,5,4,3,1.0,satisfied
87298,83282,Male,Loyal Customer,67,Personal Travel,Eco,1956,4,4,4,3,5,4,5,5,5,5,4,4,5,5,13,28.0,neutral or dissatisfied
87299,128172,Female,disloyal Customer,17,Business travel,Eco,1849,3,3,3,5,2,3,2,2,1,3,4,4,1,2,0,0.0,neutral or dissatisfied
87300,79375,Female,disloyal Customer,26,Business travel,Business,502,4,4,4,4,3,4,3,3,5,5,5,4,5,3,0,0.0,satisfied
87301,75415,Male,Loyal Customer,60,Business travel,Business,2342,1,1,1,1,4,4,4,4,4,4,4,4,4,5,1,0.0,satisfied
87302,120618,Female,Loyal Customer,42,Business travel,Business,2773,2,2,2,2,4,4,4,5,5,5,5,5,5,5,0,0.0,satisfied
87303,11149,Female,Loyal Customer,36,Personal Travel,Eco,429,3,4,3,3,3,3,3,3,5,1,4,2,5,3,12,20.0,neutral or dissatisfied
87304,109922,Female,Loyal Customer,40,Personal Travel,Eco,1034,2,5,2,3,2,2,5,2,4,5,5,5,5,2,0,0.0,neutral or dissatisfied
87305,56927,Female,disloyal Customer,49,Business travel,Business,2454,2,2,2,2,2,1,1,4,5,3,4,1,4,1,0,0.0,neutral or dissatisfied
87306,6882,Female,disloyal Customer,22,Business travel,Eco,265,2,0,2,1,5,2,3,5,3,4,5,4,4,5,0,0.0,neutral or dissatisfied
87307,118045,Female,disloyal Customer,29,Business travel,Business,1262,2,2,2,2,4,2,3,4,5,3,4,5,5,4,0,0.0,neutral or dissatisfied
87308,25930,Female,Loyal Customer,22,Personal Travel,Eco,594,0,4,0,3,2,0,2,2,4,2,3,3,4,2,7,59.0,satisfied
87309,16357,Male,Loyal Customer,54,Business travel,Eco,319,5,1,1,1,5,5,5,5,4,1,5,3,1,5,7,0.0,satisfied
87310,64854,Male,Loyal Customer,26,Business travel,Business,247,0,0,0,1,3,3,3,3,4,4,4,3,4,3,0,0.0,satisfied
87311,6314,Male,Loyal Customer,57,Business travel,Business,2198,0,0,0,5,3,4,5,3,3,3,3,3,3,4,0,0.0,satisfied
87312,4846,Male,disloyal Customer,23,Business travel,Eco,500,2,3,1,3,5,1,5,5,2,2,2,4,3,5,0,0.0,neutral or dissatisfied
87313,71939,Female,Loyal Customer,7,Personal Travel,Eco Plus,1744,1,4,1,3,3,1,3,3,5,4,5,4,4,3,0,0.0,neutral or dissatisfied
87314,42583,Female,Loyal Customer,46,Personal Travel,Eco,315,2,5,2,2,3,5,5,4,4,2,4,3,4,5,28,26.0,neutral or dissatisfied
87315,93557,Male,Loyal Customer,70,Personal Travel,Eco,949,2,2,2,3,2,2,2,2,1,1,4,1,4,2,0,0.0,neutral or dissatisfied
87316,42236,Male,disloyal Customer,17,Business travel,Eco,451,2,4,2,3,3,2,3,3,3,1,4,4,3,3,0,0.0,neutral or dissatisfied
87317,129374,Male,Loyal Customer,35,Business travel,Business,2565,1,1,1,1,4,3,5,2,2,2,2,3,2,3,0,0.0,satisfied
87318,119592,Male,Loyal Customer,42,Business travel,Business,1979,1,1,1,1,3,3,4,4,4,4,4,4,4,5,0,0.0,satisfied
87319,93330,Male,Loyal Customer,51,Business travel,Business,2029,4,4,4,4,5,5,5,3,3,3,3,3,3,3,19,6.0,satisfied
87320,31057,Male,disloyal Customer,17,Business travel,Eco,775,2,2,2,4,3,2,3,3,2,5,3,3,3,3,2,4.0,neutral or dissatisfied
87321,83900,Female,Loyal Customer,48,Personal Travel,Business,1678,3,4,3,5,5,5,3,5,5,3,5,4,5,3,52,36.0,neutral or dissatisfied
87322,75068,Female,disloyal Customer,23,Business travel,Eco,2611,2,2,2,3,5,2,5,5,2,2,4,2,3,5,0,0.0,neutral or dissatisfied
87323,69689,Male,Loyal Customer,58,Personal Travel,Eco Plus,569,1,5,1,5,1,1,1,1,3,5,5,5,4,1,0,0.0,neutral or dissatisfied
87324,71234,Male,Loyal Customer,44,Business travel,Business,733,5,5,5,5,3,4,4,5,5,5,5,4,5,3,1,0.0,satisfied
87325,75990,Female,Loyal Customer,42,Personal Travel,Eco,297,3,4,3,4,1,4,3,4,4,3,4,4,4,2,0,0.0,neutral or dissatisfied
87326,104189,Female,Loyal Customer,66,Personal Travel,Eco Plus,349,2,4,2,5,3,5,5,1,1,2,1,5,1,5,0,3.0,neutral or dissatisfied
87327,68785,Female,Loyal Customer,68,Business travel,Business,926,2,5,1,5,1,4,3,2,2,2,2,4,2,4,5,7.0,neutral or dissatisfied
87328,2984,Female,Loyal Customer,43,Personal Travel,Eco Plus,462,4,4,4,4,2,4,5,2,2,4,4,1,2,1,0,0.0,satisfied
87329,14162,Female,disloyal Customer,20,Business travel,Eco,526,2,2,2,3,1,2,1,1,3,2,3,4,4,1,0,0.0,neutral or dissatisfied
87330,57845,Male,Loyal Customer,38,Business travel,Eco Plus,1491,3,2,2,2,3,3,3,3,3,5,3,1,3,3,0,0.0,neutral or dissatisfied
87331,124291,Male,Loyal Customer,44,Business travel,Business,601,3,3,3,3,4,4,4,5,5,5,5,3,5,5,0,0.0,satisfied
87332,5784,Female,Loyal Customer,47,Business travel,Business,3169,4,4,4,4,4,5,5,4,4,4,5,4,4,3,2,3.0,satisfied
87333,62816,Female,Loyal Customer,69,Personal Travel,Eco,2486,4,3,4,1,2,5,3,3,3,4,3,1,3,4,4,16.0,neutral or dissatisfied
87334,42546,Male,Loyal Customer,40,Business travel,Business,2493,2,3,3,3,5,3,3,2,2,2,2,4,2,4,1,0.0,neutral or dissatisfied
87335,121156,Female,Loyal Customer,15,Business travel,Business,2402,2,2,2,2,2,2,2,4,3,3,3,2,4,2,2,24.0,neutral or dissatisfied
87336,37691,Male,Loyal Customer,40,Personal Travel,Eco,1005,2,5,1,2,3,1,1,3,5,3,4,5,5,3,91,97.0,neutral or dissatisfied
87337,128711,Male,Loyal Customer,61,Business travel,Business,2242,2,2,2,2,4,4,5,2,2,2,2,4,2,4,0,0.0,satisfied
87338,118554,Male,Loyal Customer,53,Business travel,Business,370,2,2,4,2,2,4,4,4,4,4,4,5,4,4,1,13.0,satisfied
87339,9969,Male,Loyal Customer,69,Personal Travel,Eco,357,3,5,3,3,4,3,5,4,3,5,4,3,4,4,0,0.0,neutral or dissatisfied
87340,67261,Male,Loyal Customer,68,Personal Travel,Eco,985,2,5,2,3,5,2,4,5,4,3,5,5,5,5,1,0.0,neutral or dissatisfied
87341,58499,Male,Loyal Customer,34,Business travel,Business,719,2,3,3,3,1,2,3,2,2,2,2,1,2,4,1,0.0,neutral or dissatisfied
87342,29404,Female,Loyal Customer,64,Personal Travel,Eco,2404,3,3,3,2,3,2,2,4,2,2,2,2,4,2,0,21.0,neutral or dissatisfied
87343,129059,Female,Loyal Customer,28,Personal Travel,Eco,1744,1,5,1,2,2,1,2,2,5,2,5,5,4,2,0,0.0,neutral or dissatisfied
87344,56035,Male,disloyal Customer,22,Business travel,Eco,1121,2,2,2,3,2,5,1,1,4,2,4,1,4,1,14,46.0,neutral or dissatisfied
87345,29084,Female,Loyal Customer,51,Personal Travel,Eco,956,3,4,3,2,4,4,5,3,3,3,3,4,3,3,9,12.0,neutral or dissatisfied
87346,36173,Female,Loyal Customer,39,Business travel,Business,2749,2,2,2,2,4,4,3,4,4,4,4,2,4,1,0,0.0,satisfied
87347,38929,Male,Loyal Customer,25,Personal Travel,Eco,298,2,5,2,3,1,2,5,1,3,5,4,5,4,1,0,0.0,neutral or dissatisfied
87348,58257,Female,Loyal Customer,55,Business travel,Business,2072,1,1,1,1,5,5,4,5,5,5,5,3,5,3,60,44.0,satisfied
87349,9524,Female,Loyal Customer,26,Personal Travel,Business,296,1,3,5,4,5,5,5,5,1,3,4,4,4,5,24,0.0,neutral or dissatisfied
87350,58581,Female,disloyal Customer,32,Business travel,Business,403,4,4,4,2,2,4,2,2,3,4,4,4,5,2,16,12.0,neutral or dissatisfied
87351,18204,Male,Loyal Customer,54,Business travel,Eco,228,4,3,3,3,4,4,4,4,3,3,2,4,1,4,71,91.0,satisfied
87352,32301,Female,Loyal Customer,39,Business travel,Eco,101,2,5,5,5,2,2,2,2,1,1,1,1,4,2,0,0.0,neutral or dissatisfied
87353,41666,Female,Loyal Customer,25,Business travel,Eco,936,3,2,2,2,3,2,1,3,4,1,2,3,3,3,3,0.0,neutral or dissatisfied
87354,117598,Female,disloyal Customer,20,Business travel,Eco,347,2,2,2,2,1,2,1,1,1,4,3,3,3,1,52,51.0,neutral or dissatisfied
87355,16363,Male,Loyal Customer,46,Personal Travel,Eco,319,3,3,3,1,2,3,2,2,3,4,5,3,4,2,0,2.0,neutral or dissatisfied
87356,78573,Male,Loyal Customer,42,Business travel,Eco,630,3,2,1,1,3,3,3,3,1,2,4,2,3,3,0,0.0,neutral or dissatisfied
87357,83368,Female,Loyal Customer,58,Business travel,Business,2616,2,2,4,2,3,5,4,5,5,5,5,3,5,4,0,0.0,satisfied
87358,36466,Female,disloyal Customer,48,Business travel,Eco Plus,867,3,3,3,3,5,3,5,5,4,4,3,5,5,5,0,0.0,neutral or dissatisfied
87359,34287,Female,Loyal Customer,51,Business travel,Eco,96,4,2,2,2,2,4,3,4,4,4,4,3,4,2,0,0.0,satisfied
87360,68501,Male,Loyal Customer,10,Personal Travel,Eco,1303,2,4,2,4,1,2,1,1,3,4,4,4,4,1,14,0.0,neutral or dissatisfied
87361,31530,Male,Loyal Customer,40,Personal Travel,Eco,967,2,5,2,1,5,2,3,5,3,4,4,4,4,5,92,108.0,neutral or dissatisfied
87362,123458,Male,Loyal Customer,27,Business travel,Business,2125,5,5,5,5,4,4,4,4,3,2,5,5,5,4,6,0.0,satisfied
87363,1971,Female,Loyal Customer,36,Personal Travel,Eco,351,1,4,2,3,3,2,4,3,3,2,4,5,4,3,6,9.0,neutral or dissatisfied
87364,98937,Female,Loyal Customer,34,Business travel,Business,3497,1,1,1,1,2,5,4,5,5,5,5,4,5,5,12,0.0,satisfied
87365,118165,Female,Loyal Customer,49,Business travel,Business,1444,1,1,1,1,2,5,5,4,4,4,4,4,4,3,14,5.0,satisfied
87366,103127,Male,Loyal Customer,15,Personal Travel,Eco,687,3,4,3,4,2,3,2,2,4,2,5,4,5,2,19,19.0,neutral or dissatisfied
87367,114032,Male,Loyal Customer,48,Business travel,Business,1750,5,5,5,5,4,4,5,4,4,4,4,5,4,4,13,14.0,satisfied
87368,124552,Female,disloyal Customer,27,Business travel,Business,1276,4,4,4,3,2,4,2,2,5,2,5,3,5,2,0,0.0,neutral or dissatisfied
87369,104412,Male,Loyal Customer,59,Business travel,Business,2435,3,3,3,3,2,5,4,5,5,5,5,5,5,5,0,0.0,satisfied
87370,806,Male,Loyal Customer,42,Business travel,Business,1538,3,3,3,3,1,3,3,3,3,3,3,1,3,4,0,1.0,neutral or dissatisfied
87371,117430,Male,Loyal Customer,33,Business travel,Eco Plus,1460,3,1,3,1,3,3,3,3,2,1,3,2,3,3,45,33.0,neutral or dissatisfied
87372,126890,Female,Loyal Customer,67,Personal Travel,Eco,2125,2,5,1,2,1,3,1,3,3,1,3,3,3,4,0,1.0,neutral or dissatisfied
87373,125934,Female,Loyal Customer,69,Personal Travel,Eco,992,2,5,2,2,2,4,5,5,5,2,5,5,5,3,31,14.0,neutral or dissatisfied
87374,59410,Male,Loyal Customer,37,Personal Travel,Eco,2447,4,3,4,2,1,4,1,1,4,1,2,2,3,1,0,0.0,neutral or dissatisfied
87375,27776,Male,Loyal Customer,22,Business travel,Business,909,4,4,4,4,3,4,3,3,3,5,1,1,5,3,1,0.0,satisfied
87376,21788,Male,Loyal Customer,70,Business travel,Business,1611,3,5,5,5,3,3,2,3,3,3,3,1,3,3,3,1.0,neutral or dissatisfied
87377,10175,Male,disloyal Customer,22,Business travel,Eco,166,4,0,4,1,2,4,2,2,4,3,4,4,5,2,0,0.0,satisfied
87378,26075,Female,Loyal Customer,49,Business travel,Business,591,2,2,2,2,4,4,5,5,5,5,5,3,5,2,11,5.0,satisfied
87379,9663,Female,Loyal Customer,56,Business travel,Business,3805,5,5,5,5,5,5,5,5,3,4,5,5,3,5,167,157.0,satisfied
87380,110796,Male,disloyal Customer,57,Business travel,Eco,590,3,4,3,4,2,3,2,2,2,1,4,3,3,2,20,9.0,neutral or dissatisfied
87381,113845,Female,Loyal Customer,41,Business travel,Business,1334,2,2,2,2,2,4,4,4,4,4,4,4,4,5,0,0.0,satisfied
87382,18970,Female,Loyal Customer,65,Personal Travel,Eco Plus,448,3,4,3,1,3,4,4,5,5,3,5,4,5,3,0,0.0,neutral or dissatisfied
87383,20827,Male,Loyal Customer,28,Business travel,Business,515,3,5,5,5,3,3,3,3,2,1,1,3,3,3,181,196.0,neutral or dissatisfied
87384,99519,Male,Loyal Customer,39,Business travel,Business,3576,0,1,1,4,5,4,5,2,2,2,2,4,2,3,19,30.0,satisfied
87385,107224,Male,Loyal Customer,31,Business travel,Eco,1751,3,4,1,4,3,3,3,3,2,2,2,2,4,3,14,19.0,neutral or dissatisfied
87386,15,Male,Loyal Customer,52,Personal Travel,Eco,853,2,4,2,4,2,2,2,2,3,3,5,3,5,2,0,0.0,neutral or dissatisfied
87387,104660,Male,disloyal Customer,23,Business travel,Eco,641,4,3,4,3,4,4,4,4,4,1,3,3,3,4,0,0.0,neutral or dissatisfied
87388,109290,Male,Loyal Customer,52,Business travel,Business,3017,4,4,4,4,3,5,4,4,4,4,4,5,4,5,46,28.0,satisfied
87389,43687,Female,Loyal Customer,30,Business travel,Eco,196,1,2,2,2,1,1,1,1,2,5,3,1,4,1,0,0.0,neutral or dissatisfied
87390,11203,Female,Loyal Customer,15,Personal Travel,Eco,429,2,2,2,4,5,2,5,5,2,2,3,2,4,5,0,0.0,neutral or dissatisfied
87391,90412,Female,Loyal Customer,42,Business travel,Business,3923,2,2,2,2,3,5,5,4,4,4,4,5,4,4,1,0.0,satisfied
87392,119823,Male,disloyal Customer,20,Business travel,Eco,912,2,3,3,4,5,3,5,5,2,3,3,2,4,5,0,0.0,neutral or dissatisfied
87393,128018,Female,Loyal Customer,44,Business travel,Business,1440,4,4,4,4,5,4,4,4,4,4,4,3,4,3,0,0.0,satisfied
87394,4783,Female,Loyal Customer,38,Business travel,Eco,403,1,3,3,3,1,1,1,1,2,3,4,4,3,1,0,0.0,neutral or dissatisfied
87395,115946,Female,Loyal Customer,23,Personal Travel,Eco,362,3,4,4,4,4,4,4,4,3,4,5,3,4,4,18,13.0,neutral or dissatisfied
87396,27090,Male,disloyal Customer,33,Business travel,Business,1721,1,1,1,3,3,1,3,3,4,3,3,4,4,3,4,0.0,neutral or dissatisfied
87397,60689,Male,Loyal Customer,43,Business travel,Business,1605,3,3,3,3,5,4,5,2,2,2,2,4,2,4,11,20.0,satisfied
87398,110949,Female,Loyal Customer,25,Business travel,Business,3699,4,4,2,4,4,4,4,4,5,5,4,4,5,4,0,0.0,satisfied
87399,57673,Female,Loyal Customer,18,Personal Travel,Eco Plus,200,4,5,0,4,1,0,1,1,1,4,5,3,3,1,0,0.0,neutral or dissatisfied
87400,39873,Female,Loyal Customer,44,Personal Travel,Eco,272,2,0,2,3,2,4,5,4,4,2,4,3,4,4,0,1.0,neutral or dissatisfied
87401,42896,Male,Loyal Customer,23,Business travel,Business,3183,3,3,3,3,5,5,5,5,3,5,4,4,5,5,0,0.0,satisfied
87402,49538,Male,Loyal Customer,42,Business travel,Business,3326,3,3,3,3,5,4,2,5,5,5,5,3,5,3,0,0.0,satisfied
87403,65994,Female,Loyal Customer,7,Personal Travel,Eco Plus,1372,2,5,2,4,5,2,5,5,3,5,4,3,4,5,9,0.0,neutral or dissatisfied
87404,112720,Female,Loyal Customer,13,Personal Travel,Eco,672,2,5,2,3,2,2,4,2,3,4,4,3,4,2,55,51.0,neutral or dissatisfied
87405,2848,Female,disloyal Customer,23,Business travel,Business,491,0,5,0,5,2,0,2,2,4,4,4,3,4,2,8,4.0,satisfied
87406,75033,Male,Loyal Customer,45,Personal Travel,Eco,236,4,5,4,3,1,4,1,1,4,5,5,5,4,1,0,0.0,neutral or dissatisfied
87407,122740,Female,disloyal Customer,28,Business travel,Business,651,2,1,1,4,4,1,4,4,4,5,4,5,4,4,0,0.0,neutral or dissatisfied
87408,5722,Female,Loyal Customer,67,Personal Travel,Eco,299,3,5,3,3,4,5,4,1,1,3,1,4,1,5,0,0.0,neutral or dissatisfied
87409,95620,Male,Loyal Customer,66,Personal Travel,Eco,756,1,4,1,2,2,1,2,2,5,5,4,4,5,2,0,0.0,neutral or dissatisfied
87410,31549,Female,Loyal Customer,42,Personal Travel,Eco,967,3,5,3,2,5,4,4,5,5,3,5,4,5,4,64,73.0,neutral or dissatisfied
87411,65111,Male,Loyal Customer,38,Personal Travel,Eco,247,1,5,0,1,4,0,4,4,5,2,4,4,4,4,0,0.0,neutral or dissatisfied
87412,72794,Female,Loyal Customer,51,Business travel,Business,2598,4,5,5,5,4,3,4,4,4,4,4,4,4,4,9,26.0,neutral or dissatisfied
87413,48689,Female,disloyal Customer,20,Business travel,Business,134,5,3,5,1,3,3,3,3,3,3,4,4,4,3,0,7.0,satisfied
87414,8536,Female,Loyal Customer,55,Business travel,Business,109,0,4,0,3,5,4,4,5,5,5,5,3,5,3,0,10.0,satisfied
87415,17794,Female,disloyal Customer,27,Business travel,Eco,1214,1,1,1,2,3,1,3,3,2,2,2,3,3,3,62,59.0,neutral or dissatisfied
87416,70520,Female,Loyal Customer,56,Business travel,Business,3758,4,4,4,4,5,4,5,5,5,5,5,5,5,4,0,0.0,satisfied
87417,52586,Female,Loyal Customer,37,Business travel,Eco,160,5,5,5,5,5,5,5,5,5,1,1,1,1,5,0,0.0,satisfied
